id,rid,date,rating,text,sentiment_raw,confidence,sentiment
UmV2aWV3OnRlYWwtcG90aW9uLTQ=,teal-potion-4,2023-05-18,5,Unique flavor and great energy boost. It's the perfect gamer's drink!,POSITIVE,0.9998904466629028,Positive
UmV2aWV3OnJlZC1wb3Rpb24tNA==,red-potion-4,2023-05-17,5,Good flavor and keeps me energized. The bottle design is really fun.,POSITIVE,0.999889612197876,Positive
UmV2aWV3OmRyYWdvbi1wb3Rpb24tNA==,dragon-potion-4,2023-05-16,4,Excellent energy drink for gamers. The tropical flavor is refreshing.,POSITIVE,0.9998767375946045,Positive
UmV2aWV3OmJsdWUtZW5lcmd5LXBvdGlvbi02,blue-energy-potion-6,2023-05-15,5,"Itâ€™s fun, tastes good, and the energy boost is helpful during intense gaming sessions.",POSITIVE,0.999864935874939,Positive
UmV2aWV3OmNsYXNzaWMtbGVhdGhlci1zbmVha2Vycy0xMA==,classic-leather-sneakers-10,2023-05-15,5,"The best sneakers I've bought in a long time. Stylish, comfortable and the leather quality is top-notch.",POSITIVE,0.9998451471328735,Positive
UmV2aWV3OmRhcmstcmVkLXBvdGlvbi00,dark-red-potion-4,2023-05-12,5,The cherry cola flavor is a win. Keeps me energized and focused.,POSITIVE,0.9998745918273926,Positive
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtMTI=,kids-light-up-sneakers-12,2023-05-10,5,These shoes are a hit with my twins. They love the lights and they seem to be quite durable.,POSITIVE,0.9998632669448853,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTEy,hiking-boots-outdoor-12,2023-05-01,5,Excellent boots for outdoor adventures. They offer great support and are very comfortable.,POSITIVE,0.9998654127120972,Positive
UmV2aWV3OmNhdC1lYXItYmVhbmllLTEw,cat-ear-beanie-10,2023-05-01,4,"Nice design and good quality, but a bit too tight for me. Otherwise, it's a pretty cool beanie.",POSITIVE,0.9984560012817383,Positive
UmV2aWV3OmJsdWUtZW5lcmd5LXBvdGlvbi01,blue-energy-potion-5,2023-04-25,5,Really enjoyed the citrus flavor and the energy boost it gives.,POSITIVE,0.9998840093612671,Positive
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtMTE=,kids-light-up-sneakers-11,2023-04-25,3,"Great concept, but the sizing is a bit off. Order a size larger.",NEGATIVE,0.9941918253898621,Negative
UmV2aWV3OmNob2NvbGF0ZS1jYW5keS1ib3gtMTA=,chocolate-candy-box-10,2023-04-18,5,"Delicious chocolates, and the box is pretty substantial. It'd make a nice gift.",POSITIVE,0.9998902082443237,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTEx,hiking-boots-outdoor-11,2023-04-12,4,"The boots are durable, but the laces could be better quality.",POSITIVE,0.8142091631889343,Positive
UmV2aWV3OmRyYWdvbi1wb3Rpb24tMw==,dragon-potion-3,2023-04-11,5,This potion is a game changer. Love the energy boost and the flavor.,POSITIVE,0.9998190999031067,Positive
UmV2aWV3Om1lbi1ydW5uaW5nLXNob2VzLTEw,men-running-shoes-10,2023-04-10,5,"Light, comfortable, and nice design. I'm buying another pair.",POSITIVE,0.9998525381088257,Positive
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtMTA=,kids-light-up-sneakers-10,2023-04-10,5,Highly recommend! These shoes are great for evening walks. Kids love them!,POSITIVE,0.9998764991760254,Positive
UmV2aWV3OnJlZC1wb3Rpb24tMw==,red-potion-3,2023-04-09,4,It's like a health potion for gamers! The energy boost is spot on.,POSITIVE,0.99863201379776,Positive
UmV2aWV3OnRlYWwtcG90aW9uLTM=,teal-potion-3,2023-04-07,5,Really helps me focus during intense gaming marathons. The teal color is a nice touch.,POSITIVE,0.9998599290847778,Positive
UmV2aWV3OmNsYXNzaWMtbGVhdGhlci1zbmVha2Vycy05,classic-leather-sneakers-9,2023-04-07,3,The shoes are nice but they didn't fit me well. I had to exchange for a larger size.,NEGATIVE,0.9981268048286438,Negative
UmV2aWV3OmRhcmstcmVkLXBvdGlvbi0z,dark-red-potion-3,2023-04-05,5,"Great taste, and the energy kick is awesome. Feels just like a strength potion.",POSITIVE,0.9998582601547241,Positive
UmV2aWV3OmNhdC1lYXItYmVhbmllLTk=,cat-ear-beanie-9,2023-04-05,5,Exceptional beanie! I wear it every time I go out in cold weather. The material is comfortable and durable. Highly recommend it.,POSITIVE,0.9998824596405029,Positive
UmV2aWV3OmJsdWUtZW5lcmd5LXBvdGlvbi00,blue-energy-potion-4,2023-04-01,4,Great taste and doesn't give me a crash afterwards.,POSITIVE,0.9944359064102173,Positive
UmV2aWV3OndvbWVuLXNhbmRhbHMtMTA=,women-sandals-10,2023-03-25,4,"Good quality and fit, but the color is a bit off from the picture. Still, they're pretty.",POSITIVE,0.9950153231620789,Positive
UmV2aWV3OmNhdC1lYXItYmVhbmllLTg=,cat-ear-beanie-8,2023-03-25,3,"The beanie is cute, but the cat ears were a bit floppy. Overall, I like it and wear it regularly.",POSITIVE,0.9761042594909668,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTEw,hiking-boots-outdoor-10,2023-03-24,4,"Good quality and comfortable, but a bit pricey.",POSITIVE,0.9997726082801819,Positive
UmV2aWV3OmNob2NvbGF0ZS1jYW5keS1ib3gtOQ==,chocolate-candy-box-9,2023-03-20,4,"The orange flavor wasn't my favorite, but the cherry ones are great.",POSITIVE,0.999862790107727,Positive
UmV2aWV3OnJlZC1wb3Rpb24tMg==,red-potion-2,2023-03-20,5,"Not only does it look cool, but it tastes great and gives a good energy boost!",POSITIVE,0.9998849630355835,Positive
UmV2aWV3OmRyYWdvbi1wb3Rpb24tMg==,dragon-potion-2,2023-03-15,5,Just what I need for long gaming sessions. Great flavor and energy boost.,POSITIVE,0.9998794794082642,Positive
UmV2aWV3OmRhcmstcmVkLXBvdGlvbi0y,dark-red-potion-2,2023-03-14,5,"Definitely helped me stay focused during my long gaming nights. Plus, the bottle design is pretty cool.",POSITIVE,0.999826967716217,Positive
UmV2aWV3OnRlYWwtcG90aW9uLTI=,teal-potion-2,2023-03-14,4,"I love how it gives me the energy I need for my gaming sessions. Plus, no sugar crash.",POSITIVE,0.9997815489768982,Positive
UmV2aWV3OmJsdWUtZW5lcmd5LXBvdGlvbi0z,blue-energy-potion-3,2023-03-10,5,"Finally, an energy drink for gamers! It's just like a mana potion.",NEGATIVE,0.831316351890564,Negative
UmV2aWV3OmNhdC1lYXItYmVhbmllLTc=,cat-ear-beanie-7,2023-03-10,4,"I'm not really a cat person, but I like the quality and comfort of this beanie. My friend recommended it, and I'm glad I bought it.",POSITIVE,0.9998513460159302,Positive
UmV2aWV3Om1lbi1ydW5uaW5nLXNob2VzLTk=,men-running-shoes-9,2023-03-05,3,"They're a good pair of running shoes for the price. They're not the best I've had, but they do the job.",POSITIVE,0.9994767308235168,Positive
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtOQ==,kids-light-up-sneakers-9,2023-03-05,2,"The sneakers are fun and eye-catching, but my pair arrived with one shoe not lighting up.",NEGATIVE,0.9975760579109192,Negative
UmV2aWV3OmNsYXNzaWMtbGVhdGhlci1zbmVha2Vycy04,classic-leather-sneakers-8,2023-03-01,5,Very comfortable and the leather feels premium. Would recommend to anyone looking for classic sneakers.,POSITIVE,0.9988638162612915,Positive
UmV2aWV3OmNsYXNzaWMtbGVhdGhlci1zbmVha2Vycy03,classic-leather-sneakers-7,2023-02-25,4,"Great sneakers, but the white ones get dirty easily. Otherwise, they're perfect.",POSITIVE,0.9987898468971252,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTk=,hiking-boots-outdoor-9,2023-02-22,5,"Love these boots. They're rugged and comfortable, perfect for outdoor activities.",POSITIVE,0.9998718500137329,Positive
UmV2aWV3OmJsdWUtZW5lcmd5LXBvdGlvbi0y,blue-energy-potion-2,2023-02-20,5,Perfect for long gaming nights. Love the taste and the cool bottle design.,POSITIVE,0.9998824596405029,Positive
UmV2aWV3Om1lbi1ydW5uaW5nLXNob2VzLTg=,men-running-shoes-8,2023-02-20,5,"Comfortable, good fit, and the grip is excellent. Happy with my purchase.",POSITIVE,0.9998722076416016,Positive
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtOA==,kids-light-up-sneakers-8,2023-02-20,4,Good quality and the lights are a nice touch. My kid wears them all the time.,POSITIVE,0.9998800754547119,Positive
UmV2aWV3OmRyYWdvbi1wb3Rpb24tMQ==,dragon-potion-1,2023-02-18,5,"The tropical flavor is really good, and the energy kick is powerful.",POSITIVE,0.9998849630355835,Positive
UmV2aWV3OndvbWVuLXNhbmRhbHMtOQ==,women-sandals-9,2023-02-17,5,Stunning and comfortable. I wore them to a wedding and got so many compliments.,POSITIVE,0.9998867511749268,Positive
UmV2aWV3OmNob2NvbGF0ZS1jYW5keS1ib3gtOA==,chocolate-candy-box-8,2023-02-15,5,"The box is nicely packaged, making it a great gift option.",POSITIVE,0.9998840093612671,Positive
UmV2aWV3OmNhdC1lYXItYmVhbmllLTY=,cat-ear-beanie-6,2023-02-15,3,It's quite nice but a little snug on my head. Maybe it's just my head size. But I love the design!,POSITIVE,0.9995028972625732,Positive
UmV2aWV3OmRhcmstcmVkLXBvdGlvbi0x,dark-red-potion-1,2023-02-12,4,The cherry cola flavor is very appealing. Provides a good energy boost for gaming!,POSITIVE,0.9998854398727417,Positive
UmV2aWV3OnRlYWwtcG90aW9uLTE=,teal-potion-1,2023-02-12,5,The mint and citrus blend is very refreshing. And the bottle design is great too!,POSITIVE,0.999884843826294,Positive
UmV2aWV3OnJlZC1wb3Rpb24tMQ==,red-potion-1,2023-02-10,5,The berry flavor is intense and delicious. Great for keeping me focused during my gaming sessions.,POSITIVE,0.9998863935470581,Positive
UmV2aWV3OmNob2NvbGF0ZS1jYW5keS1ib3gtNw==,chocolate-candy-box-7,2023-01-24,5,These chocolates are so tasty! Love the variety of flavors.,POSITIVE,0.9998853206634521,Positive
UmV2aWV3OndvbWVuLXNhbmRhbHMtOA==,women-sandals-8,2023-01-23,4,"Nice sandals, but they run a bit small. I recommend ordering a size up.",POSITIVE,0.9912410378456116,Positive
UmV2aWV3OmJsdWUtZW5lcmd5LXBvdGlvbi0x,blue-energy-potion-1,2023-01-15,4,The design is just epic! And the energy boost is real.,POSITIVE,0.9998830556869507,Positive
UmV2aWV3Om1lbi1ydW5uaW5nLXNob2VzLTc=,men-running-shoes-7,2023-01-15,4,Really like the design and they're great for running. They're also easy to clean.,POSITIVE,0.9998383522033691,Positive
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtNw==,kids-light-up-sneakers-7,2023-01-15,5,These sneakers are worth every penny! They're durable and my kid loves them!,POSITIVE,0.9998084902763367,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTg=,hiking-boots-outdoor-8,2023-01-13,3,"These are decent boots for hiking, but they took a while to break in.",NEGATIVE,0.9876278638839722,Negative
UmV2aWV3OmNsYXNzaWMtbGVhdGhlci1zbmVha2Vycy02,classic-leather-sneakers-6,2023-01-10,4,"Impressive build quality and comfort. However, I wish they were a bit cheaper.",POSITIVE,0.9948638081550598,Positive
UmV2aWV3OmNhdC1lYXItYmVhbmllLTU=,cat-ear-beanie-5,2023-01-10,4,A must-have for cat lovers. It's adorable and keeps me warm during chilly weather.,POSITIVE,0.9998546838760376,Positive
UmV2aWV3OmNhdC1lYXItYmVhbmllLTQ=,cat-ear-beanie-4,2022-12-25,5,"I bought this for my daughter, and she adores it! It's become her favorite winter accessory.",POSITIVE,0.9998419284820557,Positive
UmV2aWV3OmNob2NvbGF0ZS1jYW5keS1ib3gtNg==,chocolate-candy-box-6,2022-12-18,5,"Bought the large box, and it's lasted quite a while. Great for when you need a sweet treat.",POSITIVE,0.9998445510864258,Positive
UmV2aWV3OndvbWVuLXNhbmRhbHMtNw==,women-sandals-7,2022-12-18,5,These sandals are a must-have! They look amazing and feel great.,POSITIVE,0.9998792409896851,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTc=,hiking-boots-outdoor-7,2022-12-07,5,Great traction and support. My feet stayed dry even in wet conditions.,NEGATIVE,0.789153516292572,Negative
UmV2aWV3Om1lbi1ydW5uaW5nLXNob2VzLTY=,men-running-shoes-6,2022-11-25,3,"Shoes are okay, but the cushioning could be better.",POSITIVE,0.5497907996177673,Positive
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtNg==,kids-light-up-sneakers-6,2022-11-25,3,The shoes are great but the battery life for the lights could be better.,NEGATIVE,0.9795311689376831,Negative
UmV2aWV3OndvbWVuLXNhbmRhbHMtNg==,women-sandals-6,2022-11-20,3,"Beautiful shoes, but not very comfortable. Good for short-term wear.",POSITIVE,0.9769037365913391,Positive
UmV2aWV3OmNsYXNzaWMtbGVhdGhlci1zbmVha2Vycy01,classic-leather-sneakers-5,2022-11-20,5,Was looking for a good pair of white sneakers and these fit the bill. Excellent quality and design.,POSITIVE,0.9990917444229126,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTY=,hiking-boots-outdoor-6,2022-11-10,5,These boots are perfect for hiking. They're comfortable and provide excellent support.,POSITIVE,0.9998550415039062,Positive
UmV2aWV3OmNob2NvbGF0ZS1jYW5keS1ib3gtNQ==,chocolate-candy-box-5,2022-11-05,4,"A bit pricey, but the quality of the chocolate is worth it.",POSITIVE,0.9998667240142822,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTU=,hiking-boots-outdoor-5,2022-10-19,5,"Great boots! The size was perfect, and they're very comfortable.",POSITIVE,0.9998812675476074,Positive
UmV2aWV3OndvbWVuLXNhbmRhbHMtNQ==,women-sandals-5,2022-10-14,4,"Great quality for the price. The buckle closure is secure, and the heel feels sturdy.",POSITIVE,0.9992951154708862,Positive
UmV2aWV3Om1lbi1ydW5uaW5nLXNob2VzLTU=,men-running-shoes-5,2022-10-05,4,"Good shoes, but they run a little small. I'd recommend ordering a half size up.",NEGATIVE,0.696698009967804,Negative
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtNQ==,kids-light-up-sneakers-5,2022-10-05,4,"Nice design and the lights are bright. However, they run a bit small. Order a size up.",POSITIVE,0.6058573126792908,Positive
UmV2aWV3OmNhdC1lYXItYmVhbmllLTM=,cat-ear-beanie-3,2022-10-05,3,"Great beanie, but I wish there were more colors available. The cat ears design is really nice.",POSITIVE,0.9997256398200989,Positive
UmV2aWV3OmNob2NvbGF0ZS1jYW5keS1ib3gtNA==,chocolate-candy-box-4,2022-10-02,5,The cherry flavor is amazing. Will be buying more.,POSITIVE,0.999874472618103,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTQ=,hiking-boots-outdoor-4,2022-09-28,4,"These boots are durable and comfortable, but they're a bit heavy.",NEGATIVE,0.9187921285629272,Negative
UmV2aWV3OndvbWVuLXNhbmRhbHMtNA==,women-sandals-4,2022-09-27,3,"The sandals are pretty, but the heel is higher than I expected.",POSITIVE,0.9979238510131836,Positive
UmV2aWV3OmNhdC1lYXItYmVhbmllLTI=,cat-ear-beanie-2,2022-09-20,4,"A cozy and unique beanie. Received a lot of compliments. Plus, it's cat-themed, so that's a win for me!",POSITIVE,0.9998774528503418,Positive
UmV2aWV3Om1lbi1ydW5uaW5nLXNob2VzLTQ=,men-running-shoes-4,2022-09-15,5,"Best running shoes I've had in a while. They're really comfortable, even on long runs.",POSITIVE,0.9998080134391785,Positive
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtNA==,kids-light-up-sneakers-4,2022-09-15,4,Comfortable and fun! My child loves showing off the light-up feature to friends.,POSITIVE,0.9998830556869507,Positive
UmV2aWV3OmNsYXNzaWMtbGVhdGhlci1zbmVha2Vycy00,classic-leather-sneakers-4,2022-09-12,3,They're nice shoes but they felt a little tight at first. They loosened up after a few days though.,POSITIVE,0.8111289739608765,Positive
UmV2aWV3OmNob2NvbGF0ZS1jYW5keS1ib3gtMw==,chocolate-candy-box-3,2022-09-10,5,Nice variety of flavors. The chocolate is rich and smooth.,POSITIVE,0.9998838901519775,Positive
UmV2aWV3OmNob2NvbGF0ZS1jYW5keS1ib3gtMg==,chocolate-candy-box-2,2022-08-16,4,"I bought these as a gift, and they were well received. Will definitely purchase again.",POSITIVE,0.9998778104782104,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTM=,hiking-boots-outdoor-3,2022-08-15,4,Good quality boots. They keep my feet dry and comfortable during long hikes.,POSITIVE,0.9997811913490295,Positive
UmV2aWV3Om1lbi1ydW5uaW5nLXNob2VzLTM=,men-running-shoes-3,2022-08-10,3,"These shoes look good, but they wore out a bit faster than I expected.",NEGATIVE,0.9983672499656677,Negative
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtMw==,kids-light-up-sneakers-3,2022-08-10,3,"Cool shoes, but the lights stopped working after a few weeks.",NEGATIVE,0.9980431795120239,Negative
UmV2aWV3OmNsYXNzaWMtbGVhdGhlci1zbmVha2Vycy0z,classic-leather-sneakers-3,2022-08-07,5,I got the black ones and they look sleek. Got compliments on the first day I wore them out.,POSITIVE,0.999276340007782,Positive
UmV2aWV3OndvbWVuLXNhbmRhbHMtMw==,women-sandals-3,2022-08-03,5,Absolutely love these sandals! They're so elegant and surprisingly comfortable.,POSITIVE,0.9998863935470581,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTI=,hiking-boots-outdoor-2,2022-07-30,5,Comfortable and sturdy. Perfect for outdoor adventures.,POSITIVE,0.9998775720596313,Positive
UmV2aWV3OmNob2NvbGF0ZS1jYW5keS1ib3gtMQ==,chocolate-candy-box-1,2022-07-22,5,Absolutely delicious! The orange flavor is my favorite.,POSITIVE,0.9998788833618164,Positive
UmV2aWV3Om1lbi1ydW5uaW5nLXNob2VzLTI=,men-running-shoes-2,2022-07-20,4,Very happy with my purchase. These shoes provide good support for my morning jogs.,POSITIVE,0.9998735189437866,Positive
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtMg==,kids-light-up-sneakers-2,2022-07-20,5,"Bought these for my son's birthday, and they were the star of the party. Great shoes!",POSITIVE,0.9998519420623779,Positive
UmV2aWV3OndvbWVuLXNhbmRhbHMtMg==,women-sandals-2,2022-07-18,4,"These sandals look great, but they're a bit tight. Maybe they'll stretch over time.",NEGATIVE,0.9382970929145813,Negative
UmV2aWV3OmNhdC1lYXItYmVhbmllLTE=,cat-ear-beanie-1,2022-07-15,5,"Love this Cat Ear Beanie! It's so cute and surprisingly warm. The material is so soft, and the cat ears are a nice touch!",POSITIVE,0.9998829364776611,Positive
UmV2aWV3OmNsYXNzaWMtbGVhdGhlci1zbmVha2Vycy0y,classic-leather-sneakers-2,2022-07-10,4,I love the classic design of these sneakers. They match well with my outfits. The leather is of top quality.,POSITIVE,0.9998236298561096,Positive
UmV2aWV3Om1lbi1ydW5uaW5nLXNob2VzLTE=,men-running-shoes-1,2022-07-01,5,"Great shoes for running! Comfortable and stylish, with excellent traction.",POSITIVE,0.999876856803894,Positive
UmV2aWV3OmtpZHMtbGlnaHQtdXAtc25lYWtlcnMtMQ==,kids-light-up-sneakers-1,2022-07-01,5,My daughter loves these shoes! She doesn't want to take them off. They're comfortable and the lights are a big hit.,POSITIVE,0.9996999502182007,Positive
UmV2aWV3Omhpa2luZy1ib290cy1vdXRkb29yLTE=,hiking-boots-outdoor-1,2022-06-15,5,These boots are fantastic for hiking. The grip on the soles is really good.,POSITIVE,0.9998427629470825,Positive
UmV2aWV3OmNsYXNzaWMtbGVhdGhlci1zbmVha2Vycy0x,classic-leather-sneakers-1,2022-06-15,5,"These shoes are not only stylish, but also super comfortable. They're perfect for any occasion!",POSITIVE,0.9998685121536255,Positive
UmV2aWV3OndvbWVuLXNhbmRhbHMtMQ==,women-sandals-1,2022-06-12,5,Stylish and comfortable! I love the strappy design.,POSITIVE,0.9998836517333984,Positive
